title	start	end	name	year
The United States v Montgomery Ward: A Case Study in Business Opposition to the New Deal, 1933-1945	1933	1945	Nancy Hobor	1973
North Carolina Faces the Freedmen: Race Relations during the Presidential Reconstruction, 1865-1867	1865	1867	Roberta Alexander	1974
A Prelude to Cold War: The United States Senate and the Abortive China Debate, 1945	1945	1945	Kenneth Chern	1974
The Catholic Church's Role in the Americanization of Chicago's Immigrants: 1833-1928	1833	1928	Charles Shanabruch	1975
John Leighton Stuart: The Mind of an American Missionary in China, 1876-1941	1876	1941	Yu-ming Shaw	1975
The Image of the American Revolution, 1783-1826	1783	1826	Robert Schwartz	1975
A Uniform Rule: The Congress and the Courts in American Naturalization, 1865-1952	1865	1952	Paul Rundquist	1975
Black Americans and Haiti, Liberia, the Virgin Islands, and Ethiopia, 1929-1936	1929	1936	Rodney Ross	1975
The United States and Japan: 1908-1913	1908	1913	James Przystup	1975
Governance of American Empire: American Colonial Administration and Attitudes, 1898-1917	1898	1917	Franklin Ng	1975
British Export Promotion in South America, 1918-1932	1918	1932	Ray Kinder	1975
Child Welfare and Social Progress: A History of the United States Children's Bureau, 1912-1935	1912	1935	Louis Covotsos	1976
Reading, Writing and Reconstruction: Freedmen's Education in the South, 1865-1870	1865	1870	Robert Morris	1976
The Reconstruction of Psychology in Germany, 1780-1850	1780	1850	David Leary	1977
The Diplomacy of Silence: The American Foreign Service, The Soviet Union and the Cold War, 1933-1946	1933	1946	Hugh DeSantis	1978
Concern for Family Stability in American Opinion, 1880-1920	1880	1920	Joseph Candela	1978
The Development of the National Department (Wydzial Narodowy) as Representative of the Polish American Community in the United States 1916-1923	1916	1923	Louis Zake	1979
The Consolidation of Colonialism in North America, 1763-1796	1763	1796	Dorothy Jones	1979
Actors and American Culture, 1880-1920	1880	1920	Benjamin McArthur	1979
The Underclass: Tramps and Vagrants in American Society, 1865-1930	1865	1930	Kenneth Kusmer	1980
Black American Missionaries in Colonial Africa, 1900-1940: A Study of Missionary-Government Relations	1900	1940	Lillie Johnson	1981
The Emergence of a Consumer Interest in America, 1870-1930	1870	1930	Peter Samson	1981
Family Limitation in American Culture, 1830-1900	1830	1900	Janet Brodie	1982
Decline of the German-American Community in Buffalo, 1855-1925	1855	1925	Andrew Yox	1983
Toward Armageddon: The Foundations of United States Nuclear Strategy, 1945-1961	1945	1961	David Rosenberg	1983
See What the Afro Says: The Baltimore Afro-American, 1892-1950	1892	1950	Hayward Farrar	1983
The Straits in Crisis: America and Long-Term Disposition of Taiwan, 1950-1958	1950	1958	Keiji Nakatsuji	1986
The American Tuberculosis Crusade, 1889-1917: The Rise of a Modern Health Campaign	1889	1917	Michael Teller	1986
The Popularization of Medicine: Medical Sciences in American Magazines, 1870-1920	1870	1920	Terra Ziporyn	1986
The Introduction of American Law in the Philippines and Porto Rico, 1898-1905	1898	1905	Winfred Thompson	1987
Politics, Law, and Federal Regulation: The United States Court of Appeals for the Seventh Circuit, 1900-1948	1900	1948	Rayman Solomon	1987
The Church and the Land: The National Catholic Rural Life Conference and the American Society, 1923-1985	1923	1985	David Bovee	1987
The Interaction of Science and Diplomacy: Latin America, the United States and Nuclear Energy, 1945-1955	1945	1955	Regis Cabral	1987
Reluctant Allies: The United States Army Air Forces and the Soviet Air Force, 1941-1945	1941	1945	Daniel Bolger	1987
Escaping Underdevelopment? Mexico, the United States, and the World Crisis, 1938-46	1938	1946	David Burns	1990
Mexican Steelworkers and the United Steelworkers of America in the Midwest: The Inland Steel Experience, 1936-1976	1936	1976	Jorge Hernandez-Fujigaki	1992
Egyptian-American Relations, 1967-1970: The View from Egypt	1967	1970	Ahmed Ibrahim	1992
Shattered Dreams: The American Working Class and the Origins of the Cold War, 1945-1949	1945	1949	Steven Ashby	1993
'Financing the American Dream': Debt, Credit, and the Making of a Consumer Culture, 1890-1940	1890	1940	Lendol Calder	1993
Political Culture and State Identity: The Reconstruction of Austrian Social Democracy, 1945-1958	1945	1958	Matthew Berg	1994
Commercialization of Dissent: Counterculture and Consumer Culture in the American 1960s	1960	1960	Thomas Frank	1995
Organizing an American Conscience: The Conference on Science, Philosophy, and Religion, 1940-68	1940	1968	Fred Beuttler	1995
Gendered Journeys: A History of Injury, Public Transport, and the American Law, 1865-1920	1865	1920	Barbara Welke	1995
America's Germany, Germany's Europe: Konrad Adenauer, the CDU/CSU, and the Politics of German Westbinding, 1949-63	1949	1963	Ronald Granieri	1996
Yoshisuke Ayukawa and U.S.-Japan Business and Diplomatic Relation? Nissan, Manchuria, and America, 1937-52	1937	1952	Haruo Iguchi	1996
France, America, and Western Security, 1948-54: A Study in Comparative Grand Strategy	1948	1954	Michael Creswell	1997
Uncommon Backyard: Regional Influence and National Sovereignty in Mexican Relations between the United States and Central America, 1917-41	1917	1941	Nicholas Maher	1997
'One Valley and a Thousand': Remaking America, India, and the World in the Image of the Tennessee Valley Authority, 1945-70	1945	1970	Daniel Klingensmith	1998
Buying into the Middle Class: Residential Segregation and Racial Formation in the United States, 1920-64	1920	1964	Theresa Mah	1999
'What! The Mexicans, Americans?' Race and Ethnicity, Mexicans in Chicago, 1916-39	1916	1939	Gabiela Arredondo	1999
Making China Part of the Globe: The Impact of America's Boxer Indemnity Remissions on China's Academic Institutional Building in the 1920s	1920	1920	Yelong Han	1999
When Home Became Away: American Expatriates and New Social Movements in Toronto, 1965-77	1965	1977	David Churchill	2000
For the Accommodation of Strangers: Urban Space, Travel, Law, the Market, and Modernity at the American Hotel, 1789-1908	1789	1908	Andrew Sandoval-Strausz	2001
The Business of Civil War: Military Enterprise, the State, and Political Economy in the United States, 1850-80	1850	1880	Mark Wilson	2002
Cities in Ruin: Urban Apocalypse in American Culture, 1790-1920	1790	1920	Nicholas Yablon	2003
Creating the Modern American Fiscal State: The Political Economy of U.S. Tax Policy, 1880-1930	1880	1930	Ajay Mehrotra	2003
Revolutionary Politics, Nationhood, and the Problem of American Citizenship, 1787-1804	1787	1804	Douglas Bradburn	2003
'Only the Home Can Found a State': Gender, Labor, and the United States Indian Service, 1869-1928	1869	1928	Cathleen Cahill	2004
The Crisis of Jewish Freedom: The Menorah Association and American Pluralism, 1906-34	1906	1934	Daniel Greene	2004
Safe Workers: The National Safety Council and the American Safety Movement, 1890-1930	1890	1930	Thomas Hafen	2005
The Science of Emotion: Studying Emotions in Germany, France, and the United States, 1860-1920	1860	1920	Claudia Wassmann	2005
The Making of an Artificial Power: American Money and 'Chinese' Technicians on African Soil, 1961-71	1961	1971	Hsiaopong Liu	2006
Contesting Solidarities: Philanthropy, Justice, and Reconstitution of Public Authority in the United States, 1790-1860	1790	1860	Scott Lien	2006
Creating the American Automobile Driver, 1898-1918	1898	1918	Robert Buerglener	2006
Mixed Media: Newspaper Ownership of Radio in American Politics and Culture, 1920-52	1920	1952	Michael Stamm	2006
Into the Arms of America: Adoption from Korea, 1950-69	1950	1969	Arissa Oh	2008
The People of the Lower Missouri River Valley and the Expansion of the United States, 1803-54	1803	1854	Rebekah Mergenthal	2008
El México Perdido, El México Olvidado, y El México de Afuera: A History of Mexican American Colonization, 1836-92	1836	1892	José Hernández	2008
Visible Hands: American Custom Houses and Federal Economic Regulation, 1789-1860	1789	1860	Gautham Rao	2009
Gangsters, Gamblers, and Other Queers: The Sexual and Political Economy in the Postwar United States, 1945-75	1945	1975	Tara Tremmel	2009
Defining Public Responsibility in a Global Age: Refugee Resettlement in the United States, 1945-80	1945	1980	Stephen Porter	2009
Representations of Racial Democracy: Race, National Identity, and State Cultural Policy in the United States and Brazil, 1930-45	1930	1945	Jessica Graham	2010
The Limits of the Land: Israel, Jordan, the United States, and the Fate of the West Bank, 1949-70	1949	1970	Avshalom Rubin	2010
'To Reshape and Redefine Our World': African Americans Political Organizing for Education in Chicago, 1968-88	1968	1988	Elizabeth Todd-Breland	2010
Fighting for Free Information: American Democracy and the Problem of Press Freedom in a Totalitarian Age, 1920-50	1920	1950	Samuel Lebovic	2011
Emancipating the Child Laborer: Children, Freedom, and the Moral Boundaries of the Market in the United States, 1853-1938	1853	1938	Marjorie Wood	2011
Between Home and Homeland: The Transformation of American Jewish Political Identity, 1945-73	1945	1973	Elizabeth Mizrahi Imhoff	2012
City on a Hilltop: The Participation of Jewish-American Immigrants within the Israeli Settler Movement, 1967-87	1967	1987	Sara Hirschhorn	2012
The Pursuit of 'Happiness Minutes': Medical Efficiency in the United States, 1910-40	1910	1940	Catherine Gainty	2013
Choosing a Church and Choosing a Hat:  Mainline Protestantism and Consumer Culture in the United States, 1875-1910	1875	1910	Gwennan Ickes	2013
The Origins of Migration between Mexico and the United States, 1905-45	1905	1945	Laurencio Sanguino	2013
Louisville at Large: Industrial-Urban Migration, and Occupational Mobility in the Central United States, 1865-1906	1865	1906	Gary P. Kocolowski	1978
The Ingram Case: A Study of Afro-American Leadership between 1946-71	1946	1971	Julius Dudley	1980
Common Grand and American Minorities, 1940-1949: A Study in the Changing Climate of Opinion-Interdisciplinary Degree	1940	1949	Deborah Overmyer	1984
Dewitt Clinton and the American Economy: Sectionalism, Politics, and Republican Ideology, 1787-1826	1787	1826	Steven Siry	1986
History of the Black YMCA in America, 1853-1946	1853	1946	Nina Mjagkij	1990
The Westward Movements of Archer Butler Hulbert: American History as Lived and Written, 1873-1933	1873	1933	Steven Kottsy	1992
Neither Antagonist nor Ally: Indo-American Relations, 1954-1966	1954	1966	Paula Banerjee	1993
'The House America has been Waiting For': The Lustron Experiment in Factory Made Housing, 1946-1954	1946	1954	Douglas Kneer	1996
New Jerusalem for a New World: The Garden City Idea in Modern Planning Thought and Practice in Britain, Canada and the United States, 1900-1970	1900	1970	Bradley Cross	1997
'Slackers': American War Resisters and Communists in Mexico, 1917-27	1917	1927	Daniel LaBotz	1998
By Women, for Women and with Women: A History of Female Cancer Awareness Efforts in the United States, 1913-1970s	1913	1970	Kirsten Gardner	1999
From Concentration Camp to Campus: A History of the National Japanese American Student Relocation Council, 1942-46	1942	1946	Allan Austin	2001
Commerce and Arms: The Federal Government, Native Americans, and the Economy of the Old Northwest, 1783-1807	1783	1807	William Bergmann	2005
Selling Brand America: The Advertising Council and the 'Invisible Hand' of Free Enterprise, 1941-61	1941	1961	Dawn Spring	2009
'The Palmy Days of Trade': Anglo-American Culture in Savannah, 1800-25	1800	1825	Feay Coleman	2013
'Between Two Fires': War and Reunion in Middle America, 1860-99	1860	1899	Matthew Stanley	2013
U.S. Aid to Latin America, 1945-1960	1945	1960	Robert Smetherman	1967
European Opinions of American Republicanism during the 'Critical Period,' 1781-1789	1781	1789	Gerald Ghelfi	1968
A Patriot King, or None American Public Attitude towards George Il and the British Monarchy, 1754-1776	1754	1776	William Liddle	1970
Protecting American Commerce and Neutrality: The Global Gunboat Diplomacy of the Old Navy, 1877-1889	1877	1889	Kenneth Hagan	1970
Canadian-American Relations, 1861-1871	1861	1871	Allen Stouffer	1971
The Chinese Consortiums and American-China Policy: 1909-1917	1909	1917	John Moore	1972
For Education and Entertainment- Almanacs in the Early American Republic, 1783-1815	1783	1815	Jon Wenrick	1974
America Looks West: The Search for a China Policy, 1876-1885	1876	1885	William Morken	1974
The American Revolution of 1800: A Study in the Politics of the American Revolution	1800	1800	Daniel Sisson	1975
Diplomatic Relations between the United States, Mexico and Japan: 1913-1917	1913	1917	Jessie Lyon	1975
Race and Rapprochement: Anglo-Saxonism and Anglo-American Relations, 1895-1904	1895	1904	Stuart Anderson	1978
'Empire Can Wait': American Opposition to Hawaiian Annexation, 1893-1898	1893	1898	Thomas Osborne	1979
A Doctrine Destroyed: The American Fighter Offensive, 1917-1939	1917	1939	Ronald Yoshino	1985
Cooks, Ladies, and Men: Gender and Cookbooks in Modern America, 1920-63	1920	1963	Jessamyn Neuhaus	2001
