title	start	end	name	year
The Dangling Scissors: Marriage, Family, and Work among Italian Immigrant Women in the Clothing Industry in Baltimore, 1890-1920	1890	1920	Maria Zehren	1998
When Giants Walked the Earth: The Society of Former Political Prisoners and Exiles of the Soviet Union, 1921-35	1921	1935	Sandra Pujals	2000
Adrift on a Sea of Sand: The Search for U.S. Foreign Policy toward the Decolonization of Algeria, 1942-62	1942	1962	Daniel Byrne	2004
The Creature's Goodness: Theodicity and Natural History in England, 1660-1835	1660	1835	Christopher Roedell	2005
Autochthonous and Practical Liberals: Vestnik Evropy and Modernization in Late Imperial Russia	0	0	Anton Fedyashin	2007
Allies, Enemies, and Aliens: Migration and U.S.-Chinese Relations, 1940-65	1940	1965	Meredith Oyen	2007
To Form a Strong and Populous Nation: Race, Motherhood, and the State in Republican Brazil	0	0	Okezi Otovo	2009
Dissent and the Enlightened Commonwealth: The Discourse about Toleration in Saxon-Era Poland, 1717-64	1717	1764	Catherine McKenna	2012
The Forest for the Trees: 19th-Century French Foresters and the Retreat of Mediterranean Pastoralism	0	0	Andrea Williams	2013
The Pentecostal Movement in the United States	0	0	Harold Synan	1967
Majors, William R. Gordon Browning and Tennessee Politics	0	0	William Majors	1967
Persia: Britain's Pawn in India's Defense, 1797-1841	1797	1841	James Wade	1968
Southern Attitudes toward Industrial Unions, 1933-1941	1933	1941	Billy Wyche	1970
The State Department and Liberia, 1908-1941: A Heterogeneous Record	1908	1941	Lloyd Beecher	1971
The Right of Petition in Eighteenth Century Virginia	0	0	Raymond Bailey	1976
The Russian Menace: Baltic German Publicists and Russophobia In World War I Germany	0	0	John Harr	1977
The South Carolina Judiciary, 1669-1769	1669	1769	Rayford Taylor	1978
Great Britain and the Armenian Crisis, 1912-1914	1912	1914	David Nunn	1978
Land of Their Own: Land Grants to Women in the Lower Colonial South	0	0	Lee Ann Swann	1986
The Vestry as a Unit of Local Government In Colonial Virginia	0	0	Clive Hallman	1987
The Climax of Sino-American Relations, 1944-47	1944	1947	Xixiao Guo	1997
'Good Angels' or Dangerous Women: Confederate Widowhood in the Postbellum South	0	0	Jennifer Gross	2001
Community Power Structure in Atlanta: A Study in Decision Making, 1920-1939	1920	1939	Kesavan Sudheendran	1983
G. L. Normann: New South Architect and the Urbanization of Atlanta, 1881-1909	1881	1909	Richard Funderburke	1998
'Wit, Science, Breeding Perished with the Moor': Anglo-American Representation of the Spanish Past, 1775-1848	1775	1848	Michael Stevens	2008
The English Press on the Ecclesiastical Changes in The French Revolution	0	0	Ruth Graham	1971
Bernard De Gordon (c. 1258-1318): A Representative of the Montpellier Academic Tradition	1258	1318	Luke Demaitre	1973
Arnold J. Toynbee and the Crisis of the West	0	0	Marvin Perry	1974
Medieval Light Theory and Optics and Duns Scotus' Treatment of Light in D. 13 of Book II of His Commentary on the Sentences	0	0	Edward McCarthy	1976
Penal Servitude in the New Spain: The Colonial Textile Industry	0	0	Samuel Kagan	1977
Artisans, Evangelicals, and the City: A Social History of Abolition and Labor Reform in Jacksonian New York	0	0	John Jentz	1977
Workshops in the Bachteriological Revolution: A History of Laboratories of the New York City Department of Health, 1892-1912	1892	1912	David Blancher	1979
Karl Lueger as Liberal: Democracy, Municipal Reform, and the Struggle for Power in the Vienna City Council, 1875-1882	1875	1882	Karen Brown	1982
The American Board of War, 1776-1781	1776	1781	Kenneth Schaffel	1983
Wake Up Little Susie: Single Pregnancy and Race in the Pre-Roe v. Wade Era, 1945-1965	1945	1965	Regina Solinger	1991
Popes and Coins: The Ceremonial Distribution of Money by the Papacy during the Middle Ages	0	0	Robert Ingoglia	1995
The Conversions of the Germanic West From Arian to Catholic Christianity A.D. 350-700	350	700	Rosalie Sefcik	1996
Jame Addams and the Chicago Social Justice Movement	0	0	Rosemarie Scherman	1999
Forests, Peasants, and Revoluties: Forest Conservation in Soviet Russia, 1917-1925	1917	1925	Brian Bonhomme	2000
In Gotham's Shadow: Brooklyn and the Consolidation of Greater New York	0	0	Steven Levine	2002
English Protestant Casuistry: With Special Emphasis on Conscience and Oath-Taking	0	0	Lawrence Witchel	2005
The Middle Class and Debt Financing of Municipal Trading: A Case Study in 19th-Century Birmingham	0	0	Steven Saltzman	2005
Rescue and Survival of Jews in the Independent State of Croatia (NDH), 1941-45	1941	1945	Esther Gitman	2005
Negotiations of Power in the Medieval Society: Ecclesiastica: Authority and Secular Rulership in Little Poland, 1177-1320	1177	1320	Sebastian Bartos	2009
The Social Impact of Kirkcaldy's Industrial Revolution, 1810-1876	1810	1876	Colin Bain	1973
Robert Hooke and the Renaissance of Physics in England	0	0	Louise Patterson	1952
Preliminary Studies in Chinese Alchemy: The Tan Ching Yao Chueh Attributed to Sun Ssu-Mo (581?-after 672)	581	672	Nathan Sivin	1965
The Calculus as Algebra: J--L Lagrange, 1736-1813	1736	1813	Judith Grabiner	1966
The Arithmetic Books of Euclid's Elements in the Arabic Tradition: An Edition, Translation and Commentary	0	0	Gregg De Young	1981
The Emergence of the Cavendish School: An Early History of the Cavendish Laboratory, 1871-1900	1871	1900	Dong-Won Kim	1991
Automatic Control: Development and Transfer	0	0	Andrew Robertson	2000
'The Most Important Single Statistic': The Consumer Price Index and American Political Economy, 1880-1955	1880	1955	Thomas Stapleford	2003
Finding Patterns in Nature: Asa Gray's Plant Geography and Collecting Networks, 1830s-1860s	1830	1830	Kuang-Chi Hung	2013
The Louisiana Purchase	0	0	Edward Charming	1880
The Shays Rebellion.	0	0	Joseph Warren	1902
Venice and the Porte, 1520–42.	1520	1542	Theodore Jones	1910
The History and Diplomacy of the Jay Treaty, 1789–94	1789	1794	Samuel Bemis	1916
The Policy of the Northern English Colonies towards the French to the Peace of Utrecht.	0	0	Arthur Buffinton	1925
The Schools of Laon in the Twelfth Century	0	0	John Williams	1927
The French in Louisiana, 1699–1712	1699	1712	Francis Parkman	1930
Francesco Balducci Pegolotti, La Practica della Mercatura: A Study of the Man and His Work.	0	0	Allan Evans	1931
The Religious Background of the Federal Constitution	0	0	George Coleman	1933
Concept of Public Opinion in Political Theory.	0	0	Paul Palmer	1934
Raimond de Saint Gilles	0	0	Louis-Andre Vigneras	1934
Latin Monasticism in Norman Sicily.	0	0	Lynn White	1934
Movements of Reform and Revolution in Germany from 1890–1903.	1890	1903	Harry Marks	1937
The Privy Council of the Holy Roman Empire in the Seventeenth Century.	0	0	Henry Schwarz	1938
Robert Dale Owen	0	0	Richard Leopold	1938
The Party of the Socialist Revolutionaries and the Russian Revolution of 1917.	1917	1917	Oliver Radkey	1939
Oberlin College, 1833–66	1833	1866	Robert Fletcher	1939
Royalism and Constitutionalism in France, 1814–16	1814	1816	Edgar Dean	1939
The Crisis of the French Imperial Economy, 1810–12.	1810	1812	Henry Hughes	1940
The Rebellion and Dis appearance of the Saracens in Sicily.	0	0	Claude Richards	1941
A Life of J. D. B. De Bow	0	0	Ottis Skipper	1942
The Principle of the Per sonality of Law in the Germanic Kingdoms of Western Europe from the Fifth to the Eleventh Century	0	0	Simeon Guterman	1944
American Naval Development, 1898–1914, with Special Reference to For eign Affairs.	1898	1914	Seward Livermore	1944
Sir Home Riggs Popham: A Biography.	0	0	Richard Waite	1945
The Sho Operation	0	0	James Field	1947
John Jewel and the Problem of Doctrinal Authority	0	0	Wyndham Southgate	1948
Henry Franklin Cutler, New England Schoolmaster.	0	0	Richard Day	1950
The Grain Tribute System of China, 1845–1911: An Aspect of the Decline of the Ch'ing Dynasty	1845	1911	Harold Hinton	1951
Genealogy of a Party: Origins and Beginnings of the Communist Party in Poland.	0	0	Marian Dziewanowski	1951
Ohio's Crusade for Reform, 1897–1917	1897	1917	Hoyt Warner	1951
The Causes and Effects of King Philip's War	0	0	Douglas Leach	1952
The Sillon of Marc Sang nier: Christian-Democracy in France (1894–1910)	1894	1910	Charles Breunig	1953
Unitarianism Down East: The Movement in Maine to 1900 with Its Colonial New England Background.	0	0	Lawrence Small	1955
Court Records of York County, Maine, 1692–1711.	1692	1711	Neal Allen	1956
A Political History of Turkey, 1945–50	1945	1950	George Harris	1957
Newburyport, Massachu setts, during the American Revolution, 1764–90.	1764	1790	Benjamin Labaree	1957
New Zealand, 1769–1840: A Study of Maoris and Europeans.	1769	1840	Harrison Wright	1957
Passive Obedience and the Revolution of 1688	1688	1688	Morton Brown	1958
The Association: The Growth and Development of Extra-Parliamentary Polit ical Organization from 1779 to 1793.	1779	1793	Eugene Black	1958
Christian Bunsen and the Ideal of an Anglo-Prussian Entente	0	0	Frank Weber	1960
Pleasant Porter and the Decline of the Muskogee Nation.	0	0	Ralph Goodwin	1960
The Colonial Customs Service, 1660-1775	1660	1775	Thomas Barrow	1961
Paul Mihukov's Parliamenta Career, 1907-1917	1907	1917	Thomas. Riha	1962
John P. Hale: Anti-Slavery Advocate, 1806-1861	1806	1861	Richard Sewell	1962
Steam for the Union Navy: Benjamin F. Isherwood as Engineer-in-Chief, 1861-1869	1861	1869	Edward Sloan	1962
Reactions of Chinese Officials to Foreign Aggression: A Study of the Sino French Controversy, 1880-1885	1880	1885	Lloyd Eastman	1963
The Religious Thought of Lorenzo Valla	0	0	Leon Polka	1964
Politics in the Tokugawa Bakufu	0	0	Conrad Totman	1964
Freedom of Conscience and Protestant Education in France, 1815-1885	1815	1885	Charles Day	1964
The Church School in Tsarist Social and Educational Policy, from Peter to the Great Reforms	0	0	Christopher Becker	1965
Ruigh, Robert E. The Parliament of 1624: Foreign Policy, Prerogative and Politics	1624	1624	Robert Ruigh	1966
The Revolution in British Naval Strategy, 1800-1801	1800	1801	Charles Arthur	1966
Liberal State and Italian Nation: England and the Unification of Italy, 1859-1860	1859	1860	John Brennan	1966
The Salvation of China: Urban Reform and the Chinese YMCA	0	0	Shirley Garrett	1966
John Laski, A Theological Biography: A Polish Contribution to the Protestant Reformation	0	0	Harold Brown	1967
The Strategies of Bourgeois Defense, 1918-1924: A Study of Conservative Politics and Economics in France, Germany, and Italy	1918	1924	Charles Maier	1967
Robert Harley and English Party Politics, 1689-1710	1689	1710	Robert Willman	1968
Revolution, Idealism, and Human Freedom: Schelling, Holderlin and Hegel and the Crisis of Early German Idealism	0	0	Franz Nauen	1969
The Swabian Kreis, 1664-1715: Parliamentary Politics and Feudal Privilege in the Holy Roman Empire	1664	1715	James Vann	1970
Race to Pearl Harbor: The Failure of the Second London Naval Conference and the Coming of World War II	0	0	Stephen Pelz	1971
Simoniacal Reception in Religious Houses, 1050-1215	1050	1215	Joseph Lynch	1971
Werner von Haxthausen: Political Romanticism and Restoration Germany, 1815-1842	1815	1842	Jefferson Adams	1972
Family, Social Structure, and Rural Industry: A Comparative Study of the Waldviertel and the Pays de Caux in the Eighteenth Century	0	0	Lutz Berkner	1973
Police and Protest in England and Ireland, 1780-1850: The Origins of Modern Police Forces	1780	1850	Stanley Palmer	1974
John Elrington, the Treasury of the Household, and Yorkist Financial Reform	0	0	Richard Lyman	1975
Some Characteristics of the Bay Colony Founders' Early Thinking about Their Dealings with the Physical Environment in New England	0	0	Allan Judson	1976
The Diplomats of Peter the Great, 1689-1725	1689	1725	Dan Altbauer	1977
Sociology as a Cultural Phenomenon in France and Italy: 1950-1972	1950	1972	Diana Pinto	1977
Religion, Witchcraft, and the Supernatural in Elizabethan England	0	0	Rande Langdon	1977
The Social Bases of Electoral Politics in Urban Germany 1919-1933: A Sociological Analysis of Voting Behavior in the Weimar Republic	1919	1933	Thomas Childers	1977
Indians, Conquest, and Political Disintegration:  The Sierra de Puebla in New Spain, 1519-1700	1519	1700	Bernardo Garcia-Martinez	1980
Politics and Ideology in the English Revolution, 1641-1663	1641	1663	Edward Dyer	1980
The Crying Sin: The Law of Homicide in England, 1500-1640	1500	1640	Jay Boggis	1980
Wills and Wealth in Medieval Genoa, 1150-1250	1150	1250	Steven Epstein	1981
Household, Market, and Capital: The Process of Economic Change in the Connecticut Valley of Massachusetts, 1800-1860	1800	1860	Christopher Clark	1982
Coal Miners and the American Republic: Trade Union Ideology in the Anthracite Region of Pennsylvania, 1875-1902	1875	1902	Mark Hirsch	1984
Before the Revisionist Controversy: Kautsky, Bernstein, and the Meaning of Marxism	0	0	Homer Rogers	1984
To Pass beyond the Seas: The Great Migration and the Settlement of New England, 1630-1670	1630	1670	Virginia Anderson	1984
The Enlightenment and the French Military Aristocracy	0	0	Marcia Young	1985
Family Kinship and Migration in the Ante Bellum South 1810-1860	1810	1860	Joan Cashin	1986
Auguste Comte: His Life and Works (1798-1842) 	1798	1842	Mary Pickering	1988
Pet-Keeping Culture in Nineteenth-Century Paris: Representations of Modern Life 	0	0	Kathleen Kete	1989
The Counter-Reformation in the Bishopric of Speyer, 1560-1720 	1560	1720	Marc Forster	1989
The Politics of Conscience: Religious Dissent and the Origins of Toleration in Tudor-Stuart England	0	0	Toni Turano	1990
History, Prophecy, and the Stars: The Christian Astrology of Pierre d'Ailly (1350-1420)	1350	1420	Laura Smoller	1991
Twilight of Idols: American Social Criticism, 1918-1930	1918	1930	Vincent Tompkins	1992
San Francisco Parks and Playgrounds, 1839-1900: The History of a Public Good in One North American City	1839	1900	Randolph Delehanty	1993
Nature and Nation in Linnaean Travel	0	0	Lisbet Koerner	1994
Enemy Alien Politics within the Russian Empire during World War I	0	0	Eric Lohr	1999
Americans' Search for 'Victory' in the 20th Century	0	0	Andrew Erdmann	2000
The Impact of Revolution: Business and Labor in a Mexican Textile Mill, 1900-1930	1900	1930	Aurora Gomez-Galvarriato	2000
Local Administration in the Province of Asia: The Problem of Roman Influence	0	0	Sviatoslav Dmitriev	2001
'After all these Revolutions': Epistolary Identities in an Atlantic Word, 1760-1815	1760	1815	Sarah Pearsall	2001
Peasants, Power and Revolution in the Village: A Social History of Kharkiv Province, 1914-1921	1914	1921	Mark Baker	2001
Detention and Rehabilitation during the Mau Mau Emergence: The Crisis of Late Colonial Kenya	0	0	Caroline Elkins	2001
Race and Reform in Bahia, Brazil: Primary Education, 1888-1964	1888	1964	Anadelia Romo	2004
A New Archivist: Michel Foucault and the Practice of History, 1968-84	1968	1984	Eric Paras	2005
Patterns of Power: Charlemagne and the Invention of Medieval Rulership	0	0	Jennifer Davis	2007
Forking Paths: Authoritarianism, Population Growth and Economic Performance in Mexico and Spain, 1934-2000	1934	2000	Sergio Silva-Castañeda	2009
