title	start	end	name	year
Making Minjung Subjectivity: Crisis of Subjectivity and Rewriting History, 1960-88	1960	1988	Namhee Lee	2001
Church and State Relations in Ireland, 1770-1829	1770	1829	Michael Cahill	2001
Afrikanistik and Colonial Knowledge: Carl Meinhof, the Missionary Impulse, and African Language and Cultural Studies in Germany, 1887-1919	1887	1919	Sara Pugach	2001
Creative Union: The Professional Organization of Soviet Composers, 1939-53	1939	1953	Kiril Tomoff	2001
Consuming War, 1890-1920	1890	1920	Geoffrey Klingsporn	2001
Catholic Ladies Bountiful: Chicago's Catholic Settlement Houses and Day Nurseries, 1892-1930	1892	1930	Deborah Skok	2001
'Slumming': Sexuality, Race, and Urban Commercial Leisure, 1900-40	1900	1940	Chad Heap	2001
The Middle Path: Ulster Liberalism, 1778-1876	1778	1876	Gerald Hall	2001
Comparative Perceptions: Japan as Archetype for Ottoman Modernity, 1876-1920	1876	1920	Renée Worringer	2001
The Lawyer, the Legislator, and the Renounced: A History of Anti-Colonial Representational Politics in Modern India, 1757-1947	1757	1947	Mithi Mukherjee	2001
Enemies of the Revolution: Ideology and Practice in the Making of Chinese Liberalism, 1890-1927	1890	1927	Benjamin Tsai	2001
Tenant Right in Ireland and England, 1835-83: An Essay in Comparative Legal History	1835	1883	Thomas Cope	2002
The Business of Civil War: Military Enterprise, the State, and Political Economy in the United States, 1850-80	1850	1880	Mark Wilson	2002
Piety, Politics, and Paradox: The Protestant Awakening in Brandenburg and Pomerania, 1816-48	1816	1848	David Ellis	2002
Law and the Modern Soul, 1870-1930	1870	1930	Rebecca Roiphe	2002
Law, Women's Rights, and the Organization of the Legal Profession in the Gilded Age: Myra Bradwell's Chicago Legal News, 1865-90	1865	1890	Caroline Goddard	2002
Nationalist Discourse and Nationalist Institutions in Colonial Choson, 1914-26	1914	1926	Michael Shin	2003
Cities in Ruin: Urban Apocalypse in American Culture, 1790-1920	1790	1920	Nicholas Yablon	2003
The Demise of the Landed Elite in Revolutionary Mexico, 1913-20	1913	1920	Anthony Goldner	2003
Creating the Modern American Fiscal State: The Political Economy of U.S. Tax Policy, 1880-1930	1880	1930	Ajay Mehrotra	2003
Moving to the Separate Apartment: Building, Distributing, Furnishing, and Living in Urban Housing in Soviet Russia, 1950s-60s	1950	1950	Steven Harris	2003
Urbs in Horto: Chicago and Nature, 1833-74	1833	1874	Jonathan Keyes	2003
Seeking Truth from Facts: Investigating and Representing Chinese 'Society,' 1890s-1940s	1890	1890	Tong Lam	2003
Slaughter in the City: The Establishment of Public Abattoirs in Paris and Berlin, 1780-1914	1780	1914	Dorothee Brantz	2003
Revolutionary Politics, Nationhood, and the Problem of American Citizenship, 1787-1804	1787	1804	Douglas Bradburn	2003
Between National Socialism and Soviet Communism: The Politics of Self-Representation among Displaced Persons in Munich, 1945-51	1945	1951	Anna  Holian	2004
Porfirian Politics in Revolutionary Mexico: Venustiano Carranza and the Mexican Revolution, 1859-1913	1859	1913	Luis Barrón	2004
Spaces of Dissent: Ideology, Practice, and Imagination in Late Tokugawa Japan, 1750-1850	1750	1850	Katsuya Hirano	2004
Between Church and Culture: The Rise and Crisis of Progressive Catholicism in Munich, 1900-24	1900	1924	Derek Hastings	2004
'Only the Home Can Found a State': Gender, Labor, and the United States Indian Service, 1869-1928	1869	1928	Cathleen Cahill	2004
The Crisis of Jewish Freedom: The Menorah Association and American Pluralism, 1906-34	1906	1934	Daniel Greene	2004
Minimal Frenchmen: Science and Standards of Living, 1840-1960	1840	1960	Dana Simmons	2004
A 'Generation of Victors'? Soviet Second World War Veterans from Demobilization to Organization, 1941-56	1941	1956	Mark  Edele	2004
Reconstructing the Nation in the Region: State Planners, Immigration, and the Crucible of National Modernization in the Moselle, 1945-62	1945	1962	James Miller	2005
Anatomies of Justice and Chaos: Capital Punishment and the Public in Mexico, 1917-50	1917	1950	Everard Meade	2005
The Enlightenment in the Highlands: Natural History and Internal Colonization in the Scottish Enlightenment, 1760-1830	1760	1830	Fredrik Albritton Jonsson	2005
Safe Workers: The National Safety Council and the American Safety Movement, 1890-1930	1890	1930	Thomas Hafen	2005
'One Crop Worth Cultivating': Tourism in the Upper Great Lakes, 1910-65	1910	1965	Aaron Shapiro	2005
The Social Life of Politics: Washington's Official Society and the Emergence of a National Political Elite, 1800-76	1800	1876	Susan Radomsky	2005
Reforming the State: Reorganization and the Federal Government, 1937-64	1937	1964	Joanna Grisinger	2005
The Automobile in the Garden: Henry Ford, Suburbanization, and the Detroit Metropolis, 1919-41	1919	1941	Heather Barrow	2005
Oil Revolution and Agrarian Society in Northern Veracruz: Manuel Peláez and Rural Life in the 'Golden Lane,' 1910-28	1910	1928	Ana Serna Rodríguez 	2005
The Science of Emotion: Studying Emotions in Germany, France, and the United States, 1860-1920	1860	1920	Claudia Wassmann	2005
Changing Relations: China and Taiwan, 1931-47	1931	1947	Shi-chi Lan	2005
The Making of an Artificial Power: American Money and 'Chinese' Technicians on African Soil, 1961-71	1961	1971	Hsiaopong Liu	2006
'God and the Good Republic': The Making and Unmaking of the English Catholic Intellectual Community, 1910-50	1910	1950	James Lothian	2006
Contesting Solidarities: Philanthropy, Justice, and Reconstitution of Public Authority in the United States, 1790-1860	1790	1860	Scott Lien	2006
Creating the American Automobile Driver, 1898-1918	1898	1918	Robert Buerglener	2006
Neither Slaves Nor Tyrants: Race, Labor, and Citizenship in Caribbean Colombia, 1850-1930	1850	1930	Jason McGraw	2006
The Enemy of My Enemy: Indian Nationalism's Effect on Egyptian Nationalism, 1907-30	1907	1930	Noor-aiman Khan	2006
The Imperial Apprenticeship: Algeria, France, and the 1848 Revolution	1848	1848	Tom Hill	2006
'Color-Line' Barbers and the Emergence of a Black Public Space: A Social and Political History of Black Barbers and Barber Shops, 1830-1970	1830	1970	Quincy Mills	2006
For a Socialist Europe! German Social Democracy and the Idea of Europe: Recasting Socialist Internationalism, 1900-30	1900	1930	Tania Maync	2006
From Empire to Empire: Jerusalem in the Transition between Ottoman and British Rules, 1912-20	1912	1920	Abigail Jacobson	2006
Mixed Media: Newspaper Ownership of Radio in American Politics and Culture, 1920-52	1920	1952	Michael Stamm	2006
Black vs. White? Reexamining Residential Transition in the Chicago Metropolitan Area: Oak Park, 1960-79	1960	1979	Camille Henderson	2006
Negotiating Terror: Political Violence and Democracy in 1970s West Germany	1970	1970	Karrin Hanshew	2006
Honor, Corruption, and Legitimacy: Liberal Projects in the Early Venezuelan Republic, 1821-50	1821	1850	Reuben Zahler	2006
Politics of Empowerment: Everyday Life within the North Korean Revolution, 1945-50	1945	1950	Suzy Kim	2006
Property Relations and the Economic Organization of Soviet Russia, 1941-48	1941	1948	P. Charles Hachten	2006
De-Stalinizing Deviance: Defining, Policing, and Punishing Hooliganism in Soviet Russia, 1953-64	1953	1964	Brian LaPierre	2006
Flirting with Destruction: Invasion, Occupation, and Empire in Hapsburg Serbia, 1914-18	1914	1918	Jonathan Gumz	2006
Envisioning the Multitude: The British Census and the Construction of the Nation, 1801-61	1801	1861	Kathrin Levitan	2006
Pauper, Poets, and Paragons: Eccentricity as Virtue in Kinsei Kijinden (Eccentrics of Our Times, 1790)	1790	1790	Patti Kameya	2006
Reborn Chinese: Persistence, Transformation, and Religious Experience in North China, 1860-1937	1860	1937	Richard Burden	2006
House, But No Garden: Class and Community in Bombay's Suburbanization, 1898-1948	1898	1948	Nikhil Rao	2006
British Unionism: Politics, Public Opinion, and the Government of Ireland, 1740-1848	1740	1848	Douglas Kanter	2006
Law and Revolution in Mexico: A Constitutional History of Mexico's Amparo Court and Revolutionary Social Reform, 1861-1934	1861	1934	Timothy James	2007
'There Will Not Be Orphans among Us': Soviet Orphanages, Foster Care, and Adoption, 1941-56	1941	1956	Rachel Green	2007
Between Distant Realities: The Japanese Avant-Garde, Surrealism, and the Colonies, 1924-43	1924	1943	Annika Culver-Liu	2007
Piloting the Car of Human Freedom: Abolitionism, Woman Suffrage, and the Problem of Radical Reform, 1860-70	1860	1870	A. J. Aiséirithe	2007
Cultivating the Nation, Refining Empire: Wine, Sugar, and Nation-Building in Guadeloupe and the Aude, 1880-1910	1880	1910	Elizabeth Heath	2007
The Austrians in the German Wehrmacht, 1938-45	1938	1945	Thomas Grischany	2007
Republican Duties: Depopulation, the Social Question, and the Rise of the Welfare State in France, 1870-1914	1870	1914	Kyunghwan Oh	2007
Thawrat al-Buraq in British Mandate Palestine: Jerusalem, Mass Mobilization, and Colonial Politics, 1928-30	1928	1930	Rena Barakat	2007
Becoming Secular? Making French Islams, 1916-82	1916	1982	Naomi Davidson	2007
The Lost South: Syria and the Palestine Question, 1918-20	1918	1920	Muhannad Salhi	2007
European Imperialism and the Evolution of Chinese Statecraft, 1850-1927	1850	1927	Stephen Halsey	2007
Unsettling French Algeria: Settlement, Terror, and Violence in the French-Algerian War, 1954-62	1954	1962	Benjamin Nickels	2007
The Politics of Community Development: Latinos, Their Neighbors, and the State in San Francisco, 1960s-70s	1960	1960	Eduardo Contreras	2007
Catastrophe and Renewal: Germany's Engaged Democrats between East and West, 1945-60	1945	1960	Sean Forner	2007
Political Amnesty in Brazil, 1889-1979	1889	1979	Ann Schneider	2008
The Postwar Private Sphere: Social Difference in Daily Life, 1940-60	1940	1960	Sarah Potter	2008
Into the Arms of America: Adoption from Korea, 1950-69	1950	1969	Arissa Oh	2008
Porros and Desmadrosos: Two Excluded Actors in the History of the Mexican Student Movement, 1940-76	1940	1976	Jaime Pensado	2008
The People of the Lower Missouri River Valley and the Expansion of the United States, 1803-54	1803	1854	Rebekah Mergenthal	2008
Locating Paris: The Parisian Municipality in Revolutionary France, 1789-1852	1789	1852	Stephen Sawyer	2008
German and French Jews, National Integration, and Confessional Politics of Difference, 1820-80	1820	1880	Alexander Joskowicz	2008
The White Plague in the Red State: The Control of Tuberculosis in Russia, 1900-41	1900	1941	Michael David	2008
El México Perdido, El México Olvidado, y El México de Afuera: A History of Mexican American Colonization, 1836-92	1836	1892	José Hernández	2008
Visible Hands: American Custom Houses and Federal Economic Regulation, 1789-1860	1789	1860	Gautham Rao	2009
Queer Identities and the Nation Building Process in Argentina, Buenos Aires, 1880-1916	1880	1916	Pablo Ben	2009
Cultural Revolution in Minsk, 1905-29	1905	1929	Andrew Sloin	2009
'Our Films, Their Fluff': Politics of Difference, Aesthetics, and Profit in Bengali Cinema, 1931-65	1931	1965	Sharmistha Gooptu	2009
Mexican Emigration During the Cristero War, 1926-29	1926	1929	Julia Young	2009
Peasant Insurgency in Jabal Nablus, 1840-60	1840	1860	Patricia Akhtar	2009
Popular Unrest in Durango, 1910-15	1910	1915	Patricia Fernández de Castro	2009
The Revolutionary Emblem of a Nation: Narrative, Ecology, Technology, and Politics in the Making of 'La Laguna,' México, 1850-1992	1850	1992	Mikael Wolfe	2009
Darwin in Japan: Evolutionary Theory and Japan's Modernity, 1820-1970	1820	1970	Gerard Godart	2009
Political Catholicism on the Provincial Level in Germany: Silesia, 1860s-90s	1860	1860	Robert Hogg	2009
British Consuls and 'Local' Imperialism in Iran, 1889-1921	1889	1921	H. Lyman Stebbins	2009
The Fictions of Race, Custom, and Law: The Problem of Racial Passing in U.S. Social and Cultural History, 1840-1950	1840	1950	Allyson Hobbs	2009
Ottoman Modernity and Its Discontents in Rumeli: The Politics of Christian and Muslim Notables in Ottoman Bulgaria, 1750-1838	1750	1838	Tolga Esmer	2009
Scientific Psychiatry in Stalin's Soviet Union: The Politics of Modern Medicine and the Struggle to Define 'Pavlovian Psychiatry', 1939-53	1939	1953	Benjamin Zajicek	2009
Bengal Tiger, Celtic Tiger: The Life of Sir Anthony Patrick MacDonnell, 1844-1925	1844	1925	Michael Brillman	2009
Naturheilkunde and the Project of Social Regeneration: Care of the Self and the Construction of Community in Germany, 1862-1914	1862	1914	Avinash Sharma	2009
Mental Science, Social Policy, and the Problem of Individualism, 1919-73	1919	1973	Matthew Millikan	2009
Replacing the Dead: Reproductive Control in the Postwar Soviet Union, 1944-55	1944	1955	Mie Nakachi	2009
Incorporating 'the Popular' on Mexico's Periphery: Community and State Formation and the Rise of Class Politics in Juchitán, Oaxaca, 1910-35	1910	1935	Colby Ristow	2009
The Austrian Civil Service in an Age of Crisis: Power and the Politics of Reform, 1848-1925	1848	1925	John Deak	2009
Gangsters, Gamblers, and Other Queers: The Sexual and Political Economy in the Postwar United States, 1945-75	1945	1975	Tara Tremmel	2009
Defining Public Responsibility in a Global Age: Refugee Resettlement in the United States, 1945-80	1945	1980	Stephen Porter	2009
Brotherly Friction: The Political, Economic, and Cultural Development of Soviet-Cuban Relations, 1959-68	1959	1968	Oscar Sánchez Sibony	2009
Peace by Institutions: The Rise of Political Parties and the Making of the Modern Mexican State, 1920-28	1920	1928	Sarah Osten	2010
The Ground beneath Their Feet: Agricultural Industrialization and the Remapping of Rural France, 1945-76	1945	1976	Venus Bivar	2010
Representations of Racial Democracy: Race, National Identity, and State Cultural Policy in the United States and Brazil, 1930-45	1930	1945	Jessica Graham	2010
Establishing a Revolutionary Regime: Whig One-Party Rule in Britain, 1710-34	1710	1734	Christopher Dudley	2010
The Limits of the Land: Israel, Jordan, the United States, and the Fate of the West Bank, 1949-70	1949	1970	Avshalom Rubin	2010
Remaking the 'Gateway to the Pacific': Urban, Economic, and Racial Redevelopment in San Francisco, 1945-70	1945	1970	Meredith Oda	2010
The Afterlives of the Terror: Dealing with the Legacies of Violence in Post-Revolutionary France, 1794-1830s	1794	1830	Ronen Steinberg	2010
Stalin's Think Tank: The Varga Institute and the Making of the Stalinist Idea of World Economy and Politics, 1927-53	1927	1953	Kyung Roh	2010
'To Reshape and Redefine Our World': African Americans Political Organizing for Education in Chicago, 1968-88	1968	1988	Elizabeth Todd-Breland	2010
From Urban Renewal to Gentrificatioin: Artists, Cultural Capital, and the Remaking of New York's Soho Neighborhood, 1950-80	1950	1980	Aaron Shkuda	2010
Contested Enchantments: Evangelical Revival and the Global Dimensions of National Religious Conflict in the German Empire, 1870-1914	1870	1914	Daniel J. Koehler	2010
